NFT ID,Background trait,Background rarity %,Arms trait,Arms rarity %,Body trait,Body rarity %,Legs trait,Legs rarity %,Weapon trait,Weapon rarity %,Helmet trait,Helmet rarity %,Element trait,Element rarity %,Wings trait,Wings rarity %,Aura trait,Aura rarity %,Custom trait,Custom rarity %,1/1 trait,1/1 rarity %,Artist trait,Artist rarity %,emission_multiple,token_id,Overall Rarity %,Rank
2300,LabV5,0.99,Jaeger,14.50,Nexus,18.26,Military,19.19,0.0,0.00,NerdHerder,1.62,Kushium,20.41,Fallen Angel,51.45,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,63.98522800256904,3047
2301,TrippyHippy,5.37,Mirakle,14.16,Classic,17.86,Gundam,8.79,0.0,0.00,FormicV2,1.76,Aqium,19.59,0.0,0.00,Supercharged,17.76,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,54.28709055876686,1184
2302,Bar,5.46,Gundam,5.57,Classic,17.86,Frost,16.35,0.0,0.00,Toonami,9.22,Avaxium,20.09,0.0,0.00,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,59.55362877328195,2186
2303,Alley,5.07,Brawler Yukon,13.69,Cosmic,19.73,Frost,16.35,Brawler Yukon Sword,13.30,Toonami,9.22,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,63.166345536287736,2911
2304,RubbleV3,5.30,Ronin,14.70,Orbital,7.89,Tango,7.76,0.0,0.00,Kroxa,4.15,Treenium,20.09,0.0,0.00,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,49.11689145793192,539
2305,City,5.46,Cyber,13.60,Cosmic,19.73,Thicc,20.43,0.0,0.00,Ser,9.22,Treenium,20.09,0.0,0.00,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,69.60500963391137,3827
2306,Alley,5.07,Ekko,14.34,OrbitalV2,4.85,Frost,16.35,0.0,0.00,Primal,4.13,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,46.38728323699422,316
2307,Energy,5.30,Brawler Yukon,13.69,Frost,8.21,Military,19.19,Brawler Yukon Sword,13.30,Formic,4.08,Treenium,20.09,0.0,0.00,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,59.216441875401415,2125
2308,RubbleV3,5.30,Cyber,13.60,Cosmic,19.73,Tango,7.76,0.0,0.00,Biker,4.13,Treenium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,50.27296082209377,660
2309,Rubble,5.39,Molten,2.01,Cosmic,19.73,CyberneticV2,7.80,0.0,0.00,Spartan,20.90,Hopium,19.73,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,60.115606936416185,2310
2310,RubbleV3,5.30,Ekko,14.34,Nexus,18.26,Cybernetic,19.64,Ekko Spear,14.07,Titan,7.64,Avaxium,20.09,0.0,0.00,Supercharged,17.76,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,70.11881824020553,3872
2311,Rubble,5.39,Jaeger,14.50,Cosmic,19.73,Military,19.19,0.0,0.00,Ser,9.22,Treenium,20.09,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,69.05908798972384,3772
2312,Barren,5.39,Cyber,13.60,Orbital,7.89,Thicc,20.43,0.0,0.00,Formic,4.08,Treenium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,50.89916506101477,729
2313,RubbleV3,5.30,Jaeger,14.50,Cosmic,19.73,Tango,7.76,0.0,0.00,Toonami,9.22,Hopium,19.73,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,60.59730250481695,2405
2314,LabV2,5.86,Jaeger,14.50,Nexus,18.26,Gundam,8.79,Jaeger Hammer,14.43,DonnieDarko,3.97,Avaxium,20.09,Angel,48.55,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,58.220937700706486,1907
2315,Bar,5.46,Ekko,14.34,Orbital,7.89,Cybernetic,19.64,0.0,0.00,Formic,4.08,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,50.91522157996147,731
2316,EnergyV2,5.48,Gundam,5.57,Tron,13.62,Thicc,20.43,0.0,0.00,Spartan,20.90,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,61.30378933847142,2543
2317,Wiresv2,11.77,Molten,2.01,NexusV2,3.22,Cybernetic,19.64,0.0,0.00,Ser,9.22,Hopium,19.73,0.0,0.00,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,52.66538214515093,962
2318,RubbleV2,5.35,Jaeger,14.50,Nexus,18.26,Frost,16.35,0.0,0.00,Spartan,20.90,Treenium,20.09,0.0,0.00,Void,9.71,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,71.35517019910084,3994
2319,EnergyV2,5.48,Mirakle,14.16,Tron,13.62,Frost,16.35,0.0,0.00,Spartan,20.90,Kushium,20.41,0.0,0.00,Supercharged,17.76,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,70.93770070648682,3957
2320,LabV2,5.86,Stellar,5.37,Frost,8.21,Cybernetic,19.64,Stellar Hammer,1.91,Toonami,9.22,Hopium,19.73,0.0,0.00,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,54.8330122029544,1280
2321,LabV3,3.54,Mirakle,14.16,Orbital,7.89,Military,19.19,0.0,0.00,Gundam,2.16,Treenium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,47.73603082851638,411
2322,Wiresv2,11.77,Jaeger,14.50,NexusV2,3.22,Frost,16.35,0.0,0.00,SerV2,1.67,Kushium,20.41,0.0,0.00,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,54.319203596660245,1190
2323,Wires,11.84,Stellar,5.37,NexusV2,3.22,Thicc,20.43,0.0,0.00,Moonbag,2.66,Kushium,20.41,Fallen Angel,51.45,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,49.80732177263969,613
2324,RubbleV2,5.35,Ronin,14.70,Tron,13.62,Cybernetic,19.64,0.0,0.00,Biker,4.13,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,54.8490687219011,1281
2325,Energy,5.30,Gundam,5.57,Frost,8.21,Military,19.19,0.0,0.00,Drone,6.76,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,46.371226718047524,313
2326,City,5.46,Ronin,14.70,Classic,17.86,Cybernetic,19.64,Ronin Blade,8.70,Spartan,20.90,Avaxium,20.09,0.0,0.00,Void,9.71,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,75.61014771997431,4255
2327,LabV2,5.86,Brawler Yukon,13.69,Classic,17.86,CyberneticV2,7.80,0.0,0.00,Kroxa,4.15,Kushium,20.41,Angel,48.55,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,53.72511239563262,1105
2328,EnergyV2,5.48,Jaeger,14.50,Classic,17.86,Frost,16.35,0.0,0.00,BikerVariant,0.16,Kushium,20.41,0.0,0.00,Supercharged,17.76,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,59.42517662170841,2166
2329,Bar,5.46,Cyber,13.60,Nexus,18.26,CyberneticV2,7.80,0.0,0.00,Ser,9.22,Hopium,19.73,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,59.05587668593449,2086
2330,EnergyV2,5.48,Brawler Yukon,13.69,Classic,17.86,Thicc,20.43,0.0,0.00,Drone,6.76,Aqium,19.59,0.0,0.00,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,66.24919717405267,3389
2331,Bar,5.46,Ekko,14.34,Classic,17.86,Military,19.19,0.0,0.00,DonnieDarkoV2,1.26,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,55.90879897238279,1460
2332,Wires,11.84,Mirakle,14.16,Classic,17.86,Thicc,20.43,0.0,0.00,Drone,6.76,Treenium,20.09,0.0,0.00,Void,9.71,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,68.28837508028259,3685
2333,Wiresv2,11.77,Ekko,14.34,Classic,17.86,Tango,7.76,0.0,0.00,Ser,9.22,Hopium,19.73,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,57.450224791265256,1749
2334,Wiresv2,11.77,Ekko,14.34,Classic,17.86,Thicc,20.43,Ekko Spear,14.07,Primal,4.13,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,66.29736673089273,3403
2335,Wires,11.84,Mirakle,14.16,Gundam,4.42,Military,19.19,0.0,0.00,Spartan,20.90,Avaxium,20.09,0.0,0.00,Supercharged,17.76,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,70.71290944123314,3936
2336,Bar,5.46,Ekko,14.34,Orbital,7.89,Military,19.19,Ekko Spear,14.07,Spartan,20.90,Treenium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,65.76750160565189,3339
2337,Energy,5.30,Brawler Yukon,13.69,Nexus,18.26,Frost,16.35,Brawler Yukon Sword,13.30,DonnieDarko,3.97,Avaxium,20.09,0.0,0.00,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,64.27424534360951,3111
2338,Wires,11.84,Stellar,5.37,Nexus,18.26,CyberneticV2,7.80,0.0,0.00,Moonbag,2.66,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,47.23827874116891,372
2339,City,5.46,Brawler Yukon,13.69,NexusV2,3.22,Thicc,20.43,0.0,0.00,KroxaV2,1.80,Hopium,19.73,Angel,48.55,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,49.85549132947977,621
2340,Wires,11.84,Jaeger,14.50,Classic,17.86,Frost,16.35,Jaeger Hammer,14.43,Primal,4.13,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,63.631984585741804,2998
2341,Wiresv2,11.77,Brawler Yukon,13.69,Classic,17.86,Military,19.19,0.0,0.00,Biker,4.13,Treenium,20.09,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,68.0635838150289,3657
2342,TrippyHippy,5.37,Ronin,14.70,Cosmic,19.73,Thicc,20.43,0.0,0.00,Spartan,20.90,Hopium,19.73,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,71.82080924855492,4034
2343,Rubble,5.39,Ekko,14.34,NexusV2,3.22,Military,19.19,Ekko Spear,14.07,Lord,2.91,Hopium,19.73,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,49.32562620423892,560
2344,Bar,5.46,Brawler Yukon,13.69,Orbital,7.89,Frost,16.35,0.0,0.00,Spartan,20.90,Treenium,20.09,Angel,48.55,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,64.12973667308928,3080
2345,RubbleV2,5.35,Cyber,13.60,Cosmic,19.73,CyberneticV2,7.80,0.0,0.00,Formic,4.08,Kushium,20.41,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,56.84007707129094,1631
2346,Barren,5.39,Cyber,13.60,NexusV2,3.22,CyberneticV2,7.80,0.0,0.00,Drone,6.76,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,40.71933204881182,101
2347,Sunset,5.64,Jaeger,14.50,Cosmic,19.73,Military,19.19,0.0,0.00,Toonami,9.22,Aqium,19.59,0.0,0.00,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,69.1393705844573,3781
2348,RubbleV3,5.30,Stellar,5.37,Frost,8.21,CyberneticV2,7.80,0.0,0.00,Ser,9.22,Hopium,19.73,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,39.61143224149005,67
2349,Wiresv2,11.77,Jaeger,14.50,Gundam,4.42,Thicc,20.43,Jaeger Hammer,14.43,Spartan,20.90,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,68.86640976236352,3748
2350,RubbleV2,5.35,Brawler Yukon,13.69,Nexus,18.26,Thicc,20.43,0.0,0.00,DonnieDarko,3.97,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,57.88375080282595,1844
2351,RubbleV2,5.35,Cyber,13.60,Classic,17.86,Military,19.19,0.0,0.00,Spartan,20.90,Hopium,19.73,0.0,0.00,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,74.75915221579962,4220
2352,Rubble,5.39,Ekko,14.34,Cosmic,19.73,Thicc,20.43,0.0,0.00,Titan,7.64,Aqium,19.59,0.0,0.00,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,67.99935773924213,3644
2353,Sunset,5.64,Gundam,5.57,Cosmic,19.73,Frost,16.35,Gundam Energy V2,2.76,Foxtrot,3.18,Avaxium,20.09,0.0,0.00,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,57.434168272318566,1742
2354,Wires,11.84,Jaeger,14.50,Orbital,7.89,Gundam,8.79,0.0,0.00,Drone,6.76,Aqium,19.59,0.0,0.00,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,55.97302504816955,1476
2355,LabV2,5.86,Mirakle,14.16,Nexus,18.26,Military,19.19,0.0,0.00,FormicV4,0.18,Kushium,20.41,0.0,0.00,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,62.154784842646116,2702
2356,Wires,11.84,Panther,2.01,Classic,17.86,Thicc,20.43,0.0,0.00,Spartan,20.90,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,66.53821451509313,3440
2357,Bar,5.46,Molten,2.01,Cosmic,19.73,Cybernetic,19.64,0.0,0.00,Spartan,20.90,Hopium,19.73,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,62.28323699421965,2730
2358,Sunset,5.64,Ronin,14.70,Frost,8.21,Thicc,20.43,0.0,0.00,Ser,9.22,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,55.394990366088635,1384
2359,EnergyV2,5.48,Brawler Yukon,13.69,Cosmic,19.73,CyberneticV2,7.80,Brawler Yukon Sword,13.30,FoxtrotV2,0.29,Hopium,19.73,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,50.529865125240846,692
2360,Sunset,5.64,Jaeger,14.50,Nexus,18.26,Thicc,20.43,Jaeger Hammer,14.43,Kroxa,4.15,Treenium,20.09,Fallen Angel,51.45,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,73.18561335902376,4140
2361,Alley,5.07,Mirakle,14.16,Orbital,7.89,Frost,16.35,0.0,0.00,NerdHerder,1.62,Aqium,19.59,0.0,0.00,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,52.02312138728323,875
2362,Wires,11.84,Mirakle,14.16,Classic,17.86,Cybernetic,19.64,0.0,0.00,Ser,9.22,Hopium,19.73,Fallen Angel,51.45,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,70.11881824020553,3873
2363,RubbleV2,5.35,Gundam,5.57,Tron,13.62,Frost,16.35,Gundam Blaster,3.39,Ser,9.22,Aqium,19.59,0.0,0.00,Supercharged,17.76,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,56.59922928709056,1577
2364,Energy,5.30,Cyber,13.60,Nexus,18.26,Thicc,20.43,0.0,0.00,Ser,9.22,Treenium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,61.881824020552344,2649
2365,Bar,5.46,Cyber,13.60,Tron,13.62,Cybernetic,19.64,0.0,0.00,Ser,9.22,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,57.7713551701991,1820
2366,Alley,5.07,Ekko,14.34,Tron,13.62,Thicc,20.43,Ekko Spear,14.07,NerdHerder,1.62,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,56.7276814386641,1607
2367,EnergyV2,5.48,Stellar,5.37,Classic,17.86,Cybernetic,19.64,0.0,0.00,Lord,2.91,Hopium,19.73,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,50.545921644187544,694
2368,Energy,5.30,Cyber,13.60,Cosmic,19.73,Cybernetic,19.64,0.0,0.00,Toonami,9.22,Hopium,19.73,0.0,0.00,Supercharged,17.76,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,68.30443159922929,3687
2369,Alley,5.07,Ronin,14.70,NexusV2,3.22,Frost,16.35,0.0,0.00,Moonbag,2.66,Kushium,20.41,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,50.754656390494546,715
2370,Wiresv2,11.77,Mirakle,14.16,Orbital,7.89,Cybernetic,19.64,0.0,0.00,Spartan,20.90,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,66.90751445086705,3494
2371,City,5.46,Panther,2.01,Nexus,18.26,Frost,16.35,Panther Blade,0.71,Titan,7.64,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,50.09633911368015,642
2372,RubbleV3,5.30,Ekko,14.34,Classic,17.86,Gundam,8.79,0.0,0.00,Biker,4.13,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,49.85549132947977,622
2373,RubbleV2,5.35,Ekko,14.34,Tron,13.62,Frost,16.35,Ekko Spear,14.07,Kroxa,4.15,Avaxium,20.09,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,62.12267180475273,2697
2374,Alley,5.07,Cyber,13.60,Classic,17.86,Frost,16.35,0.0,0.00,Ser,9.22,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,58.172768143866406,1898
2375,RubbleV3,5.30,Ekko,14.34,Cosmic,19.73,Thicc,20.43,Ekko Spear,14.07,Kroxa,4.15,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,63.037893384714195,2887
2376,LabV5,0.99,Ekko,14.34,Cosmic,19.73,Gundam,8.79,0.0,0.00,Kroxa,4.15,Aqium,19.59,0.0,0.00,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,54.70456005138086,1250
2377,Bar,5.46,Ekko,14.34,Classic,17.86,Tango,7.76,0.0,0.00,Drone,6.76,Treenium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,51.46114322414901,792
2378,City,5.46,Ronin,14.70,Frost,8.21,Cybernetic,19.64,0.0,0.00,Spartan,20.90,Aqium,19.59,0.0,0.00,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,68.97880539499036,3762
2379,Alley,5.07,Ekko,14.34,Cosmic,19.73,Cybernetic,19.64,0.0,0.00,KroxaV2,1.80,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,57.67501605651895,1805
2380,Rubble,5.39,Ekko,14.34,Cosmic,19.73,Thicc,20.43,Ekko Spear,14.07,Spartan,20.90,Aqium,19.59,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,80.98908156711624,4417
2381,Bar,5.46,Mirakle,14.16,Cosmic,19.73,Frost,16.35,0.0,0.00,Spartan,20.90,Kushium,20.41,0.0,0.00,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,75.54592164418754,4252
2382,ScribbleWarlock,1.26,Jaeger,14.50,Cosmic,19.73,Frost,16.35,Jaeger Hammer,14.43,Drone,6.76,Avaxium,20.09,Angel,48.55,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,63.35902376364804,2952
2383,Sunset,5.64,Stellar,5.37,Nexus,18.26,CyberneticV2,7.80,0.0,0.00,Titan,7.64,Kushium,20.41,0.0,0.00,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,52.32819524727039,909
2384,Energy,5.30,Cyber,13.60,Cosmic,19.73,CyberneticV2,7.80,0.0,0.00,Toonami,9.22,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,54.158638407193315,1165
2385,Alley,5.07,Ekko,14.34,Orbital,7.89,Tango,7.76,0.0,0.00,FormicV2,1.76,Treenium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,40.52665382145151,94
2386,Wires,11.84,Jaeger,14.50,Cosmic,19.73,Frost,16.35,0.0,0.00,DonnieDarko,3.97,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,61.22350674373796,2526
2387,Wires,11.84,Jaeger,14.50,Classic,17.86,Military,19.19,0.0,0.00,Titan,7.64,Hopium,19.73,Angel,48.55,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,68.67373153500321,3730
2388,Alley,5.07,Brawler Yukon,13.69,Tron,13.62,Tango,7.76,0.0,0.00,DroneV2,1.17,Hopium,19.73,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,43.46499678869621,179
2389,Sunset,5.64,Mirakle,14.16,Classic,17.86,Frost,16.35,0.0,0.00,Ser,9.22,Treenium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,59.328837508028265,2150
2390,EnergyV2,5.48,Ekko,14.34,Orbital,7.89,Thicc,20.43,0.0,0.00,SerV2,1.67,Kushium,20.41,0.0,0.00,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,56.56711624919717,1575
2391,Rubble,5.39,Ronin,14.70,Nexus,18.26,Cybernetic,19.64,0.0,0.00,Toonami,9.22,Kushium,20.41,Angel,48.55,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,72.91265253692998,4120
2392,Wiresv2,11.77,Ronin,14.70,Gundam,4.42,Thicc,20.43,Ronin Thanos,7.64,Kroxa,4.15,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,55.539499036608866,1406
2393,Bar,5.46,Ronin,14.70,Cosmic,19.73,Thicc,20.43,0.0,0.00,Toonami,9.22,Treenium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,63.824662813102115,3027
2394,Rubble,5.39,Ronin,14.70,Classic,17.86,Thicc,20.43,Ronin Thanos,7.64,KroxaV2,1.80,Hopium,19.73,0.0,0.00,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,65.10918432883751,3241
2395,Alley,5.07,Ronin,14.70,Cosmic,19.73,Military,19.19,Ronin Thanos,7.64,Drone,6.76,Avaxium,20.09,0.0,0.00,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,68.60950545921645,3721
2396,Wires,11.84,Ronin,14.70,Cosmic,19.73,Frost,16.35,Ronin Thanos,7.64,DonnieDarko,3.97,Avaxium,20.09,0.0,0.00,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,69.41233140655106,3809
2397,Wires,11.84,Brawler Yukon,13.69,Tron,13.62,Cybernetic,19.64,0.0,0.00,DonnieDarkoV2,1.26,Hopium,19.73,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,63.118175979447656,2899
2398,Wiresv2,11.77,Ekko,14.34,Nexus,18.26,Cybernetic,19.64,0.0,0.00,DonnieDarko,3.97,Kushium,20.41,0.0,0.00,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,69.50867052023122,3820
2399,Wires,11.84,Brawler Yukon,13.69,Frost,8.21,Thicc,20.43,0.0,0.00,DonnieDarkoV2,1.26,Hopium,19.73,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,53.516377649325634,1080
2400,City,5.46,Ekko,14.34,Frost,8.21,Military,19.19,0.0,0.00,Spartan,20.90,Aqium,19.59,Fallen Angel,51.45,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,73.20166987797046,4142
2401,Alley,5.07,Jaeger,14.50,Nexus,18.26,Gundam,8.79,Jaeger Hammer,14.43,Toonami,9.22,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,57.00064226075787,1660
2402,LabV3,3.54,Brawler Yukon,13.69,Nexus,18.26,Thicc,20.43,0.0,0.00,Spartan,20.90,Aqium,19.59,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,74.9678869621066,4226
2403,LabV2,5.86,Jaeger,14.50,Classic,17.86,Thicc,20.43,0.0,0.00,Primal,4.13,Avaxium,20.09,Fallen Angel,51.45,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,69.86191393705845,3846
2404,Bar,5.46,Ronin,14.70,Tron,13.62,Cybernetic,19.64,0.0,0.00,Foxtrot,3.18,Hopium,19.73,0.0,0.00,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,60.308285163776496,2353
2405,Wiresv2,11.77,Mirakle,14.16,Gundam,4.42,Cybernetic,19.64,0.0,0.00,Primal,4.13,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,52.488760436737316,932
2406,LabV2,5.86,Cyber,13.60,Nexus,18.26,Frost,16.35,Cyber Axe,11.88,NerdHerder,1.62,Aqium,19.59,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,62.6204238921002,2805
2407,LabV2,5.86,Gundam,5.57,Classic,17.86,Cybernetic,19.64,0.0,0.00,Spartan,20.90,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,63.68015414258189,3006
2408,Wires,11.84,Cyber,13.60,Nexus,18.26,Gundam,8.79,0.0,0.00,Formic,4.08,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,54.23892100192679,1174
2409,Energy,5.30,Jaeger,14.50,Tron,13.62,Military,19.19,0.0,0.00,Foxtrot,3.18,Hopium,19.73,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,53.77328195247271,1111
